hGrp	HG00096
M73a	4	311-113.6
M73b	9	311-150.8
M74	4	311-81.6
M74a	7	311-137.5
M74b1	5	311-132.9
M74b2	6	321-143.2
M74b	4	311-105.3
M75	11	311-130.6
M76	10	321-103.4
M76a	12	321-176.8
M77	14	311-145.9
M79	14	312-157.7
M80	17	311-176.1
M80'D	1	311-65.5
M81	6	311-87.4
M91	6	311-91.5
M91a	7	311-143.2
M91b	10	311-158.6
M	4	311-56.7
N1	2	361-41.7
N1'5	1	361-27.5
N1a1	3	371-70.6
N1a1'2	1	361-59
N1a1a1	2	372-132.1
N1a1a1a1	3	382-151.2
N1a1a1a1a	2	382-162
N1a1a1a2	5	382-159.5
N1a1a1a3	1	372-144.1
N1a1a1a	1	372-136.8
N1a1a1b	10	372-208.2
N1a1a2	1	372-134
N1a1a3	1	371-132.1
N1a1a	8	371-124
N1a1a_T152C	1	372-124
N1a1b1	5	371-124.7
N1a1b	5	371-98.4
N1a2	9	361-115.5
N1a3	10	361-110.8
N1a3a1	4	371-132.3
N1a3a1a	4	372-143.3
N1a3a2	2	361-135.4
N1a3a3	7	372-153.2
N1a3a	1	361-120.8
N1a	2	361-55.3
N1b1	6	362-127.7
N1b1a1	3	382-157.7
N1b1a2	1	362-156.5
N1b1a2a	1	362-165.3
N1b1a2b	4	362-188.9
N1b1a3	1	362-156.5
N1b1a4	3	362-171.8
N1b1a4a	3	362-193
N1b1a5	1	362-156.5
N1b1a6	2	362-167.7
N1b1a7	1	362-157.3
N1b1a8	1	362-154.8
N1b1a8a	2	372-163.6
N1b1a8b	1	362-163.6
N1b1a	2	362-147.7
N1b1a_G16129A	1	362-150.3
N1b1a_T195C	1	362-149.7
N1b1b1	1	362-177.2
N1b1b	7	362-170.2
N1b2	5	372-98.3
N1b	8	362-82.8
N2	5	361-52.2
N2a1	2	361-100.2
N2a2	1	361-96.3
N2a	6	361-87.5
N3	17	361-136.1
N3a1	1	361-170.3
N3a	3	361-164.9
N3b	3	361-159.6
N5	7	361-72.5
N5a	12	361-149
N7	8	361-73.8
N7a1	4	362-176.3
N7a2	3	362-166.9
N7a	12	362-146.3
N7b	7	361-132.5
N8	12	361-102.3
N9	1	361-31.2
N9a1	3	361-78.3
N9a1'3	1	361-60.1
N9a1a	1	361-88.3
N9a2	2	361-72.9
N9a2'4'5'11	1	361-60.7
N9a2a1	3	361-100.2
N9a2a2	1	361-86.1
N9a2a3	2	361-81.4
N9a2a	1	361-79.4
N9a2c	3	361-97.1
N9a2d	2	361-85.7
N9a3	3	361-82.3
N9a4	3	361-78.5
N9a4a	1	361-85.2
N9a4b1	1	361-91.1
N9a4b	1	361-83.8
N9a5	4	361-83.7
N9a6	2	361-69.9
N9a6a	3	361-93
N9a6b	3	361-83.4
N9a7	2	361-67.6
N9a8	2	361-75.1
N9a9	1	361-64.5
N9a10	1	361-63
N9a10_T16311C	1	361-64.6
N9a10a1	1	371-80.7
N9a10a2	1	371-79.5
N9a10a2a	1	371-85
N9a10a	3	371-70.7
N9a10b	2	361-72.2
N9a11	8	361-101.1
N9a	6	361-57.5
N9b1	1	361-77.9
N9b1a	1	361-86.7
N9b1b	3	361-92.1
N9b1c1	1	361-87.8
N9b1c	1	361-84.4
N9b2	1	361-76.1
N9b2a	1	361-82.2
N9b3	1	361-81.8
N9b4	2	361-78.1
N9b	6	361-71.8
N10	4	361-46.4
N10a	13	361-125.1
N10b	19	362-150.9
N11	1	361-24.1
N11a1	2	361-131.4
N11a2	5	361-159.5
N11a	13	361-121.3
N11b	22	361-185.9
N13	13	362-101
N14	10	361-79
N21	8	361-78.6
N21_T195C	1	361-80.6
N21a	3	361-98.6
N22	7	361-64.6
N22a	5	361-96.7
N	5	361-23.1
O1	9	362-109.6
O1a	2	362-117.7
O	3	361-45.3
P1	5	381-74.8
P1_T152C	1	382-74.8
P1d1	1	381-85.9
P1d1a	1	381-95.9
P1d2	2	381-96.4
P1d2a	2	381-108.8
P1d	1	381-80.6
P1f	5	382-106.9
P2	6	391-89.5
P2'10	1	381-43.8
P3	7	391-77.1
P3a	6	391-105.8
P3b1	7	392-136.2
P3b	3	391-98.6
P4	3	381-44.4
P4a1	3	382-178.7
P4a	16	382-152.3
P4b1	8	391-121.2
P4b	5	381-75.9
P5	12	382-109.8
P6	3	381-42.3
P7	16	382-135.5
P8	17	382-132.1
P9	2	381-41
P9a	1	381-42
P10	24	381-210
P	1	381-31.2
P_C16176T	1	381-36.5
Q1	9	311-163.5
Q1'2	1	311-107.7
Q1_T16223C	1	321-163.5
Q1a1	1	321-183.5
Q1a1a	2	321-196.9
Q1a	1	321-173.5
Q1b	7	341-199.1
Q1c1	2	321-203.6
Q1c1a	2	321-220.5
Q1c2	2	321-199.4
Q1c2a	2	321-213.1
Q1c	3	321-183.6
Q1d	1	311-171.1
Q1e1	1	311-196.7
Q1e1a1	1	311-224.6
Q1e1a	3	311-218.1
Q1e1b1	1	311-211.4
Q1e1b	1	311-202.6
Q1e1c	3	311-213.5
Q1e	3	311-187.9
Q1f1	7	311-209.7
Q1f2	3	311-195
Q1f	1	311-171.6
Q2	4	321-123
Q2a1	4	321-183.1
Q2a2	2	321-170.8
Q2a2a	2	321-177.7
Q2a2b	5	321-201.8
Q2a3	1	321-163.3
Q2a3a	5	322-194.6
Q2a3b	4	321-186.9
Q2a4	1	321-167.2
Q2a	5	321-157.2
Q2b	12	342-188.3
Q3	2	311-119.4
Q3a1	2	311-159.4
Q3a	2	311-132.5
Q3a_C61T__G62A	2	311-150.1
Q3b	8	311-172
Q	7	311-103.8
R0	2	401-23.1
R0a1	1	401-75.4
R0a1_T152C	1	402-75.4
R0a1a1	1	401-104.3
R0a1a1a	1	401-107.5
R0a1a2	6	401-136.9
R0a1a3	4	401-125.8
R0a1a4	3	401-125.6
R0a1a	4	401-100.5
R0a1b	3	402-90.6
R0a2	1	411-88.7
R0a2'3	1	411-78.7
R0a2_T195C	1	411-90.7
R0a2a1	1	411-105.7
R0a2a	1	411-95.7
R0a2b	3	411-100.4
R0a2c	1	411-93.3
R0a2d	2	411-105
R0a2e	4	411-115.1
R0a2f1	5	411-129.3
R0a2f1a	1	411-136.6
R0a2f1b	1	411-136
R0a2f	1	411-93.2
R0a2g	1	411-95.7
R0a2h	2	411-92.9
R0a2i	4	411-112.7
R0a2j	2	412-98
R0a2k1	7	411-142.3
R0a2k	1	411-98.7
R0a2l	3	411-108.7
R0a2m	1	411-96.3
R0a2n	2	411-96.7
R0a3	1	411-85.2
R0a3a	1	411-95.2
R0a4	3	411-90.2
R0a	3	401-68.7
R0a'b	4	401-47.2
R0a_60.1T	1	411-68.7
R0b	13	402-133.3
R1	2	381-32.8
R1a1	2	381-176.6
R1a1a1	2	381-195.1
R1a1a1a	1	381-201.2
R1a1a2	3	381-210.5
R1a1a	1	381-184.2
R1a1b	2	381-191.5
R1a1c	1	381-182.7
R1a	15	381-159.6
R1b1	3	381-115.8
R1b	9	381-99.8
R2	9	382-86.7
R2'JT	1	381-28.6
R2_T13500C	1	382-92.8
R2_T13500C_T195C	1	382-94.8
R2a	2	382-109.7
R2b1	2	382-133.1
R2b	4	382-123.7
R2c	7	392-131.3
R2d	3	382-108.9
R5	5	381-59.8
R5a1	3	381-80.4
R5a1a	3	381-104.1
R5a2	6	382-103.7
R5a2a	2	392-105.3
R5a2b1	1	382-131.6
R5a2b2	1	392-124.3
R5a2b3	1	382-134.3
R5a2b4	1	382-130.8
R5a2b	4	382-124.3
R5a	1	381-64.4
R6	4	381-42.2
R6_G16129A	1	381-44.8
R6a1	5	381-106
R6a2	2	381-84.2
R6a	3	381-69.4
R6b	8	381-92.4
R7	3	381-34.4
R7a1	2	381-141.3
R7a1a	3	381-161.9
R7a1b1	2	381-163.2
R7a1b2	1	381-152.6
R7a1b	1	381-148.6
R7a	4	381-127
R7a'b	9	381-99.5
R7b1	3	381-154.6
R7b1a1	2	382-191.5
R7b1a	3	382-174.6
R7b2	7	381-186.6
R7b	5	381-129.6
R8	6	381-67.6
R8a1	3	381-108.7
R8a1_T16093C	1	381-111.9
R8a1a1	1	381-126.3
R8a1a1a1	1	381-143.9
R8a1a1a1a	3	381-166.6
R8a1a1a2	3	381-155.2
R8a1a1a	1	381-133.9
R8a1a1b	1	381-131.9
R8a1a1c	1	381-129.7
R8a1a1d	3	381-139.4
R8a1a2	2	381-131.9
R8a1a2a	4	381-162.8
R8a1a3	1	381-121.1
R8a1a	1	381-116.3
R8a1b	2	381-129.5
R8a2	4	391-103.4
R8a	2	381-87.6
R8b1	1	381-109.7
R8b1a	1	381-117.3
R8b2	6	381-129.2
R8b	5	381-99.7
R9	3	381-37.5
R9b1	3	381-65.7
R9b1a1	3	381-97.3
R9b1a1a	1	381-102.9
R9b1a2	1	381-86.1
R9b1a2a	3	381-101.7
R9b1a2b	1	381-91.2
R9b1a3	3	381-96.7
R9b1a	2	381-76.1
R9b1b	3	381-77.9
R9b2	10	381-119.4
R9b	1	381-47.5
R9c1	1	381-65.9
R9c1a1	1	381-140.8
R9c1a2	1	381-143.1
R9c1a3	1	381-143.8
R9c1a	9	381-135
R9c1b1	3	381-93.6
R9c1b2	2	381-84.7
R9c1b	1	381-72.2
R9c	3	381-57.1
R11	10	391-78.6
R11'B6	1	381-32.4
R11a	2	391-93.7
R11b1	1	391-89.9
R11b1a	2	391-102.8
R11b1b	1	391-95.5
R11b	1	391-85.9
R12	17	381-166.4
R12'21	3	381-40.8
R14	22	391-152.7
R21	20	382-168.6
R22	10	382-88.4
R23	18	381-137.8
R24	9	381-84.9
R24a	4	381-111.6
R30	1	381-30.4
R30a1	6	382-102.3
R30a1a	1	382-111.1
R30a1b1	2	382-128
R30a1b	2	382-114.2
R30a1c	6	382-138.7
R30a	5	381-64.1
R30b1	21	382-171.6
R30b2	6	381-85.9
R30b2a	1	381-86.9
R30b	1	381-37.4
R31	2	381-30.7
R31a1	6	382-177.2
R31a	15	381-134.8
R31b	22	381-180.7
R32	16	382-117.5
R	2	381-23.1
R_T16189C	1	381-25.1
S1	2	361-38.7
S1a	9	361-78
S2	3	361-53.9
S3	23	372-166.7
S4	9	362-96
S5	14	362-131.9
S	1	361-30.7
S_T152C	1	362-30.7
T1	3	381-118.1
T1a1	1	382-135.2
T1a1'3	1	382-128.2
T1a1_C152T	1	382-145.2
T1a1a1	1	382-151.3
T1a1a	1	382-142.5
T1a1b1	2	382-166.1
T1a1b	2	382-149.8
T1a1c	2	382-152.8
T1a1d	3	382-159.6
T1a1e	5	382-172.2
T1a1f	1	382-141.9
T1a1g	1	382-145.2
T1a1h	1	382-136.2
T1a1i	2	382-142.7
T1a1j	1	382-145.2
T1a1k1	3	382-158
T1a1k2	1	382-155.2
T1a1k	1	382-145.2
T1a1l	1	382-151.5
T1a1m1	2	392-154.4
T1a1m	2	382-148.5
T1a1n	1	382-139.8
T1a1p	1	382-141.5
T1a1q	1	382-144
T1a1r	2	392-145.2
T1a2	1	382-131.8
T1a2a	5	382-165.7
T1a2b	4	382-156.9
T1a3	1	382-135.8
T1a3a	1	382-145.8
T1a4	2	382-142.3
T1a5	1	381-133.2
T1a5a	3	381-151.4
T1a6	2	381-145
T1a7	3	381-148.9
T1a8	1	381-132.9
T1a8a	3	381-149.6
T1a8b	2	381-145
T1a9	2	381-137.7
T1a10	1	381-133.8
T1a10a	3	381-146.8
T1a11	7	392-177.8
T1a12	2	382-135.8
T1a13	2	382-131.3
T1a	1	381-126.2
T1a_T152C	1	382-126.2
T1b1	1	381-132
T1b2	2	381-137.7
T1b3	1	381-132.7
T1b4	1	381-132
T1b	1	381-123.9
T2	3	381-132
T2_C150T	1	381-134.7
T2_T16189C	1	381-134
T2a1	1	381-146.8
T2a1a1	2	381-179.2
T2a1a2	1	381-172.6
T2a1a3	1	381-174.9
T2a1a3a	1	381-184.9
T2a1a5	1	381-174.9
T2a1a6	1	381-174.9
T2a1a7	1	381-176.8
T2a1a8	1	381-176.8
T2a1a	2	381-166.8
T2a1b1	2	381-167.7
T2a1b1a1	1	381-183.9
T2a1b1a1a1	1	381-200.1
T2a1b1a1a2	2	381-208.4
T2a1b1a1a	1	381-192
T2a1b1a1b1	1	381-203.9
T2a1b1a1b	1	381-193.9
T2a1b1a2	2	381-186.7
T2a1b1a	1	381-175.8
T2a1b2	1	381-159.7
T2a1b2a	1	381-167
T2a1b2b	1	381-163.5
T2a1b	1	381-152.4
T2a2	2	381-154.3
T2a2a	1	381-161
T2a3	1	381-152.1
T2a	1	381-140.1
T2a_T195C	1	381-142.1
T2b1	1	381-154
T2b2	1	381-148.5
T2b2b1	2	391-161.1
T2b2b	1	391-148.5
T2b3	1	381-154.2
T2b3_C151T	1	381-158
T2b3a1	3	392-187.9
T2b3a	3	382-169.8
T2b3b	1	381-160.9
T2b3c	1	381-168
T2b3d	2	381-168.7
T2b3e	1	381-163.8
T2b4	1	381-152.5
T2b4_T152C	1	382-152.5
T2b4a1	1	381-165.7
T2b4a	1	381-155.7
T2b4b	1	382-159.5
T2b4c	1	382-160.6
T2b4d	1	382-162.5
T2b4e	1	382-161.3
T2b4f	1	382-158.4
T2b4g	1	382-161.3
T2b4h	1	382-159
T2b4i	2	381-164.6
T2b5	1	381-154.8
T2b5a1	2	391-172.4
T2b5a	1	381-162.4
T2b6	4	381-178.9
T2b6_T146C	1	381-180.7
T2b6a	1	381-184.4
T2b6b	4	381-205.2
T2b7	1	381-153.3
T2b7a1	3	382-166.5
T2b7a2	2	381-173.7
T2b7a3	2	381-170.7
T2b7a	1	381-159.8
T2b8	1	381-155.6
T2b9	2	381-166.5
T2b11	2	381-157.6
T2b13	1	381-154
T2b13a	1	381-158.5
T2b13b	1	381-161
T2b15	2	381-155.1
T2b16	1	381-160
T2b17	1	381-157.5
T2b17a	2	381-172.1
T2b19	1	381-148.5
T2b19b	2	381-161.4
T2b21	1	382-157.5
T2b21a	3	382-179
T2b21b	1	382-166.3
T2b22	3	382-173.6
T2b23	3	381-169.5
T2b23a	1	381-179.5
T2b24	1	381-157.5
T2b24a	2	381-171.8
T2b25	2	381-163.6
T2b26	1	381-155.1
T2b27	1	381-155.1
T2b28	2	381-157.4
T2b29	2	381-162.9
T2b30	1	381-154.5
T2b31	1	381-156.3
T2b32	3	381-167.7
T2b33	3	381-168.8
T2b34	3	381-171.7
T2b35	1	381-157.5
T2b36	1	381-152.8
T2b37	1	381-152.9
T2b	3	381-147.5
T2b_C150T	1	381-150.2
T2b_T152C	1	382-147.5
T2b_T16362C	1	381-150
T2c1	2	381-152.9
T2c1_T146C	1	381-154.7
T2c1a1	5	392-191.1
T2c1a2	1	391-173.9
T2c1a3	2	391-180.8
T2c1a	3	391-163.9
T2c1c1	5	381-196.5
T2c1c2	3	381-189.9
T2c1c	2	381-166.9
T2c1d1	1	381-185.7
T2c1d1a	1	381-195.7
T2c1d2	1	382-188.2
T2c1d2a	1	382-198.2
T2c1d	3	381-182.3
T2c1d_T152C	1	382-182.3
T2c1e	1	381-162
T2c1f	1	381-162.3
T2c	1	381-142
T2d1	3	382-152
T2d1a	1	382-156.1
T2d1b1	2	382-194.1
T2d1b2	1	382-184.7
T2d1b	4	382-177.7
T2d2	5	381-177.4
T2d	1	381-140.1
T2e1	1	381-148.4
T2e1a1	1	381-164.8
T2e1a1a	3	391-175.2
T2e1a1b1	4	381-191.8
T2e1a1b	1	381-166.8
T2e1a	1	381-156
T2e1b1	1	381-164.2
T2e1b	1	381-155.4
T2e2	1	381-150.3
T2e2a	1	381-157.3
T2e5	2	381-153.6
T2e6	1	381-141.3
T2e7	1	382-148.4
T2e	1	381-140.3
T2e_T152C	1	382-140.3
T2f1	2	381-144.6
T2f1a1	1	381-174.2
T2f1a	4	381-173.2
T2f2	3	381-158.6
T2f3	2	381-155
T2f4	1	381-148.6
T2f5	3	381-157.2
T2f6	1	381-150.4
T2f7	1	381-150.4
T2f7a	1	381-155.2
T2f8	1	381-148.9
T2f8a	1	381-149.9
T2f	2	381-141.6
T2g1	3	381-158
T2g1a1	1	381-171.5
T2g1a	1	381-166.8
T2g1b	1	381-162.5
T2g2	4	381-171.7
T2g2a	2	381-185.6
T2g	1	381-139.3
T2h1	2	381-154
T2h2	3	381-156.6
T2h	1	381-137.9
T2i1	1	381-148.5
T2i2	2	401-142
T2i	3	381-142
T2j1	4	381-159.8
T2j	1	381-136.7
T2k	4	381-165.6
T2l	1	381-140.1
T2m	4	381-157.5
T2n	2	382-138.7
T3	10	381-185.9
T	10	381-107.8
U1	7	381-94.6
U1a1	3	381-133.7
U1a1a1	2	391-161.7
U1a1a1a	1	391-169.8
U1a1a2	2	381-170.5
U1a1a3	4	391-174.3
U1a1a	4	381-154.1
U1a1a_G16129A	1	381-156.7
U1a1b	4	382-152.9
U1a1c1	1	381-146.8
U1a1c1a	2	381-163.3
U1a1c1b	4	381-179.6
U1a1c1c1	5	381-183.6
U1a1c1c	1	381-153.8
U1a1c1d1	2	381-165.8
U1a1c1d	1	381-155.6
U1a1c	1	381-139.8
U1a1d	2	381-142
U1a2	3	391-122.3
U1a3	4	381-136.9
U1a	3	381-112.4
U1b1	1	381-156.1
U1b2	1	381-151
U1b3	2	381-153.6
U1b	8	381-150
U2	1	381-59
U2'3'4'7'8'9	1	381-54.5
U2_T152C	1	382-59
U2a1	3	381-71.7
U2a1a	2	381-86
U2a1b	1	381-79.8
U2a2	14	381-159.6
U2a	1	381-60
U2b1	3	391-106.4
U2b1a	1	391-110.2
U2b2	12	392-164.1
U2b	6	391-87.7
U2c1	3	382-109.3
U2c1a	3	382-122.6
U2c1b	1	382-115.2
U2c	3	382-81.2
U2c'd	1	382-62.9
U2d1	3	382-150.4
U2d2	5	382-163.2
U2d2a	1	382-163.2
U2d3	5	382-169.1
U2d	10	382-129.7
U2e1	1	382-163.3
U2e1'2'3	1	382-154.5
U2e1a1	1	382-189
U2e1a1a	1	382-196.6
U2e1a1b	1	382-199
U2e1a1c	1	382-199
U2e1a	2	382-180.2
U2e1b1	3	392-191.8
U2e1b2	2	382-185.2
U2e1b	2	382-177.1
U2e1c1	1	382-184.4
U2e1c	2	382-177.9
U2e1d	1	382-172.1
U2e1e	3	382-183.5
U2e1f1	5	382-201.8
U2e1f	2	382-172.2
U2e1g	1	382-172.1
U2e1h	2	392-173.3
U2e2	2	382-165.7
U2e2a1	2	382-188.7
U2e2a1a1	1	382-207.5
U2e2a1a2	1	382-207.5
U2e2a1a	1	382-197.5
U2e2a1b	2	382-204.9
U2e2a1c	1	382-189.7
U2e2a1d	1	382-196.3
U2e2a	1	382-173.3
U2e3	3	382-174.7
U2e3a	5	382-198.6
U2e	13	382-147.8
U3	4	381-82.1
U3a1	1	381-139.8
U3a1a1	1	381-154.7
U3a1a	1	381-145.9
U3a1b	1	381-140.8
U3a1c1	1	381-150.8
U3a1c	1	381-145.3
U3a2	1	381-142
U3a2a1	1	381-150.2
U3a2a1a	3	381-176.5
U3a2a	1	381-146.5
U3a3	3	381-143.9
U3a	4	381-134.4
U3a'c	3	381-105.5
U3b1	1	381-111
U3b1a1	5	382-156.4
U3b1a	2	381-123.2
U3b1b	2	381-126.7
U3b2	1	381-110
U3b2a1	1	381-138.1
U3b2a1a	1	381-145.7
U3b2a	2	381-130
U3b2b	3	381-132.5
U3b2c	1	381-116.7
U3b3	1	381-115.6
U3b	4	381-110
U3c	5	381-138.4
U4	6	381-122.4
U4'9	3	381-71.1
U4a1	3	382-149.7
U4a1a1	1	392-155.2
U4a1a2	2	382-169
U4a1a3	2	382-162.7
U4a1a	1	382-155.2
U4a1b1	1	382-177.8
U4a1b1a	2	382-186.5
U4a1b2	1	382-173.3
U4a1b	2	382-167.8
U4a1c	4	382-176.4
U4a1d	1	382-154.3
U4a1e	2	382-154.5
U4a2	1	381-138.7
U4a2a1	1	391-148.7
U4a2a2	1	391-143.9
U4a2a3	2	391-151.8
U4a2a	1	391-138.7
U4a2b	1	381-145.4
U4a2c1	5	391-162.7
U4a2c	1	381-146
U4a2d	1	381-143.9
U4a2e	2	381-154.2
U4a2f	4	381-167.1
U4a2g	1	381-145.2
U4a2h1	1	381-153.3
U4a2h	1	381-146
U4a3	6	381-179.1
U4a3a	1	381-185
U4a	1	381-132.4
U4b1	1	381-140
U4b1_T146C__T152C	2	382-141.8
U4b1a1	2	381-166.9
U4b1a1a1	2	381-188.2
U4b1a1a	1	381-175.7
U4b1a2	4	381-175.5
U4b1a2a	1	381-184.3
U4b1a2b	2	381-189.8
U4b1a3	4	381-180.6
U4b1a3a	1	381-190.6
U4b1a4	3	381-172.6
U4b1a	1	381-150
U4b1b1	1	382-161.8
U4b1b1_T16311C	1	382-163.4
U4b1b1a	2	382-171.8
U4b1b1b	6	392-200.9
U4b1b1c	1	382-170.7
U4b1b1d	1	382-169.1
U4b1b2	4	392-177.1
U4b1b	1	382-151.8
U4b2	1	381-138.2
U4b2a1	1	381-148.3
U4b2a1a	2	381-164.4
U4b2a	1	381-144.9
U4b3	1	381-139.1
U4b	1	381-132.4
U4c1	6	381-173
U4c1a	1	381-181.8
U4c2	2	381-147.3
U4c2a	1	381-151.5
U4c	1	381-131.2
U4d1	1	391-138.1
U4d1a1	1	391-163.3
U4d1a1a	1	391-164.3
U4d1a	2	391-155.7
U4d1b	1	391-146.9
U4d2	6	391-175.1
U4d3	2	401-138.1
U4d	2	391-130.5
U5	2	381-57
U5a1	2	381-104.2
U5a1_T16192C	1	391-104.2
U5a1a1	2	391-124.6
U5a1a1_T152C	1	392-124.6
U5a1a1_T16362C	1	391-127.1
U5a1a1a	1	392-132.7
U5a1a1b	1	392-130.7
U5a1a1c	2	391-141.5
U5a1a1d1	1	391-138.9
U5a1a1d	2	391-135.2
U5a1a1e	1	391-131.9
U5a1a1g	1	391-134.6
U5a1a1h	1	392-128.9
U5a1a1i	1	391-125.6
U5a1a2	2	401-118.1
U5a1a2a1	1	401-145.7
U5a1a2a1a	1	401-155.7
U5a1a2a	3	401-139.4
U5a1a2b1	3	401-140.8
U5a1a2b	1	401-123.1
U5a1a	1	391-112.3
U5a1b1	1	381-115.1
U5a1b1a1	1	381-133.2
U5a1b1a2	1	381-129.9
U5a1b1a	1	381-123.2
U5a1b1b1	1	381-128.5
U5a1b1b	1	381-123.2
U5a1b1c1	1	381-130.9
U5a1b1c2	2	381-129.8
U5a1b1c	1	381-120.9
U5a1b1d1	1	381-128.5
U5a1b1d	1	381-120.7
U5a1b1d_T16093C	1	381-123.9
U5a1b1e	1	381-125.1
U5a1b1f	2	381-125.8
U5a1b1g	1	381-122.4
U5a1b1h	1	381-122.1
U5a1b2	1	381-120.3
U5a1b3	1	381-124
U5a1b3a1	1	381-138.6
U5a1b3a	1	381-131.3
U5a1b4	1	381-124
U5a1b	1	381-111.5
U5a1b_T16362C	1	381-114
U5a1c1	2	381-119.7
U5a1c1a	1	381-124.7
U5a1c2	1	381-114.4
U5a1c2a1	1	381-136.8
U5a1c2a	2	381-130.3
U5a1c	1	381-108.9
U5a1d1	2	381-118.2
U5a1d2	2	391-118
U5a1d2a1	2	391-158.2
U5a1d2a	5	391-140.6
U5a1d2b	5	391-146
U5a1d	1	381-110.7
U5a1e	2	381-121.8
U5a1f1	3	381-126.1
U5a1f1a1	1	381-140.1
U5a1f1a	2	381-134.3
U5a1f2	5	381-148.7
U5a1f	1	381-110.9
U5a1g1	2	391-123.4
U5a1g2	1	391-119.4
U5a1g	1	391-114.2
U5a1h	9	381-167.7
U5a1i1	2	381-140.4
U5a1i	3	381-129.4
U5a1j	3	381-121.1
U5a2	1	381-97.9
U5a2_C16294T	1	381-102.2
U5a2_T16362C	1	381-100.4
U5a2a1	2	381-110.7
U5a2a1_T152C	1	382-110.7
U5a2a1a	2	381-123.1
U5a2a1b1	1	381-128.8
U5a2a1b	1	381-118.8
U5a2a1c	1	381-120.7
U5a2a1d	3	381-130.5
U5a2a1e	1	382-120.7
U5a2a2	3	391-114.3
U5a2a2a	2	391-128.2
U5a2a	1	381-103.2
U5a2b1	1	391-104.2
U5a2b1a	1	391-111.8
U5a2b1b	1	391-110.7
U5a2b1c	1	391-114.2
U5a2b1d	2	391-120.5
U5a2b2	5	391-135.8
U5a2b2a1	2	391-147
U5a2b2a	1	391-143.1
U5a2b3	3	381-119.8
U5a2b3a1	2	382-136.3
U5a2b3a	1	381-129.8
U5a2b4	1	381-111.2
U5a2b4a	1	381-116.4
U5a2b5	3	381-124.5
U5a2b	1	381-104.2
U5a2c1	1	381-116.7
U5a2c2	1	381-116.7
U5a2c3	2	391-114
U5a2c3a	2	391-116
U5a2c4	1	381-112.8
U5a2c	1	381-106.7
U5a2d1	5	391-143.6
U5a2d1a	2	391-152.7
U5a2d	1	381-105.5
U5a2e	5	382-122.2
U5a	2	381-92.1
U5a'b	3	381-81
U5b1	1	381-107
U5b1_T16189C	1	381-109
U5b1_T16189C_T16192C	1	391-109
U5b1a	2	391-115.8
U5b1b1	2	381-134.1
U5b1b1_T152C	1	382-134.1
U5b1b1_T16192C	1	391-134.1
U5b1b1a1	1	391-150.5
U5b1b1a1a1	1	391-166
U5b1b1a1a	1	391-160.5
U5b1b1a1b	1	391-151.5
U5b1b1a2	1	391-150.5
U5b1b1a3	2	391-155.2
U5b1b1a	1	391-141.7
U5b1b1b	2	381-147.6
U5b1b1d	1	391-139.2
U5b1b1e	1	382-141.7
U5b1b1f	1	391-142.9
U5b1b1g1	2	381-184.7
U5b1b1g1a	1	381-193.5
U5b1b1g	4	381-165.9
U5b1b2	2	391-122
U5b1b2a	1	391-129.3
U5b1b2b	1	391-130.8
U5b1b	1	381-115.3
U5b1c1	1	381-127.5
U5b1c1a1	2	381-142.7
U5b1c1a	1	381-128.5
U5b1c2	2	381-136.3
U5b1c2a	3	391-147.3
U5b1c2b	2	381-152.2
U5b1c	2	381-118.7
U5b1d1	1	381-123.7
U5b1d1a	3	391-140.4
U5b1d1b	6	381-155.2
U5b1d1c	4	381-151.6
U5b1d2	2	381-132.1
U5b1d	1	381-117
U5b1e1	3	392-139.7
U5b1e1a	1	392-148.5
U5b1e	2	392-115.5
U5b1f1	1	381-115
U5b1f1a	1	381-118.8
U5b1f	1	381-108
U5b1g	6	391-137
U5b1h	1	391-117.8
U5b1i	7	381-154.4
U5b2	2	381-117.6
U5b2a1	1	391-128.4
U5b2a1a1	1	401-147.6
U5b2a1a1a	1	401-153.1
U5b2a1a1b	1	401-157.6
U5b2a1a1d	1	401-156.4
U5b2a1a2	5	411-166.3
U5b2a1a	2	401-136
U5b2a1a_T16311C	1	401-137.6
U5b2a1b	5	402-146.8
U5b2a2	2	381-148.4
U5b2a2a1	1	381-163
U5b2a2a2	2	381-171.8
U5b2a2a	1	381-155.7
U5b2a2b1	1	381-174.8
U5b2a2b	2	381-166
U5b2a2c	4	391-167.2
U5b2a3	1	381-136
U5b2a3a	1	381-143.6
U5b2a4	3	391-151.6
U5b2a4a	1	391-157.9
U5b2a5	4	391-156.4
U5b2a5a	1	391-162.9
U5b2a6	1	391-136
U5b2a	2	381-128.4
U5b2a_T16192C	1	391-128.4
U5b2b1	1	391-150.3
U5b2b1a1	1	391-166.4
U5b2b1a2	2	391-169.3
U5b2b1a	2	391-161.6
U5b2b1b	2	391-166.1
U5b2b2	2	391-160
U5b2b3	4	391-165.9
U5b2b3a1	1	391-196.5
U5b2b3a1a	1	391-202.4
U5b2b3a	3	391-188.9
U5b2b3b	1	391-171.7
U5b2b4	2	391-154.1
U5b2b4a	1	391-158.6
U5b2b5	2	391-160.2
U5b2b	4	391-143.3
U5b2c1	2	391-141.9
U5b2c2	3	391-161
U5b2c2a	1	391-171
U5b2c2b	1	391-165.5
U5b2c	3	391-134.6
U5b3	3	381-119.2
U5b3a1	1	381-125.8
U5b3a1a	3	391-140.9
U5b3a1b	1	381-134.6
U5b3a2	1	381-131.8
